Feature_ID,mz,RTmin,RT,RTmax,npeaks,sn,NIST_Full scan_1_POS.mzML
F10122,1280.3863,12.0160,12.0490,12.1160,1.0000,48.0000,19181.2417
F10123,1281.3113,11.6160,11.7660,11.9820,1.0000,17.0000,43884.9527
F10124,1281.3313,12.1320,12.1990,12.2660,1.0000,156.0000,195061.8551
F10125,1281.3505,12.7660,12.8330,12.8990,1.0000,300.0000,350994.9465
F10126,1282.3105,11.6160,11.7320,11.7320,2.0000,18.0000,22404.4352
F10127,1282.3304,12.1320,12.1990,12.2490,1.0000,45916.0000,132333.6329
F10128,1282.8429,11.5320,11.5820,11.6160,1.0000,1939.0000,5786.2926
F10129,1283.3094,11.5990,11.6660,11.7160,1.0000,20.0000,14608.4763
F10130,1283.3104,11.7160,11.7820,11.8160,1.0000,28.0000,19513.9727
F10131,1283.3293,12.1320,12.1990,12.2660,1.0000,103.0000,74620.3957
F10132,1283.3478,12.7830,12.8330,12.8990,1.0000,182.0000,80190.7874
F10133,1284.3108,11.6320,11.6820,11.7320,1.0000,12.0000,10812.4998
F10134,1284.3133,11.7320,11.7990,11.8320,1.0000,18.0000,14580.0249
F10135,1284.3276,12.1320,12.1990,12.2490,1.0000,51.0000,37903.3934
F10136,1285.3112,11.7160,11.7820,11.8320,1.0000,9.0000,9465.7170
F10137,1285.4120,12.6660,12.6990,12.7490,1.0000,3302.0000,9319.2105
F10138,1286.8569,13.2830,13.3490,13.4160,1.0000,75.0000,29229.6885
F10139,1287.8569,13.2990,13.3490,13.4160,1.0000,51.0000,26919.6732
F10140,1288.3569,13.2990,13.3490,13.4330,1.0000,76.0000,23855.7535
F10141,1288.4054,11.6990,11.7320,11.7820,1.0000,26.0000,11036.0694
F10142,1288.8297,11.6660,11.6990,11.7490,1.0000,5600.0000,14844.5000
F10143,1288.8565,13.2990,13.3490,13.3990,1.0000,45.0000,19833.5851
F10144,1290.3111,7.8150,7.8810,7.9480,1.0000,31.0000,8923.7894
F10145,1290.4038,12.9830,13.0330,13.0830,1.0000,4838.0000,15471.7278
F10146,1291.4059,12.9830,13.0330,13.0990,1.0000,31.0000,16989.3628
F10147,1292.7349,14.1830,14.2500,14.3330,1.0000,37.0000,9999.2916
F10148,1294.1408,14.9000,14.9660,15.0500,1.0000,93.0000,70245.3393
F10149,1294.3645,11.8320,11.8820,11.9490,1.0000,5263.0000,2008206.1010
F10150,1294.4030,12.9990,13.0330,13.0830,1.0000,3306.0000,10211.8134
F10151,1295.1444,14.9000,14.9660,15.0500,1.0000,73.0000,68437.7663
F10152,1295.3653,11.8320,11.8820,11.9490,1.0000,5695.0000,2545947.4019
F10153,1295.8075,8.0310,8.1150,8.1810,1.0000,38.0000,11649.5832
F10154,1295.8567,9.7650,10.3320,10.7320,1.0000,14.0000,14488.7853
F10155,1296.1483,14.8830,14.9830,15.1000,1.0000,62.0000,36161.8352
F10156,1296.3030,8.0150,8.0650,8.1150,1.0000,2270.0000,10604.8035
F10157,1296.3645,11.8320,11.8820,11.9490,1.0000,7371.0000,2760633.1861
F10158,1296.7991,8.0150,8.0650,8.1150,1.0000,17.0000,8960.4371
F10159,1297.3641,11.8320,11.8820,11.9490,1.0000,7823.0000,2010189.5982
F10160,1298.1737,15.7830,15.8670,15.9500,1.0000,1728.0000,509450.7406
F10161,1298.3585,11.9490,12.0820,12.1320,1.0000,13.0000,41532.5340
F10162,1298.3630,11.8320,11.8820,11.9490,1.0000,3996.0000,1294797.7660
F10163,1298.9793,11.9490,11.9820,12.0320,1.0000,2428.0000,6103.7976
F10164,1299.1768,15.7830,15.8670,15.9500,1.0000,1073.0000,485026.4643
F10165,1299.3617,11.8320,11.8820,11.9490,1.0000,1464.0000,709343.9876
F10166,1300.1796,15.7830,15.8670,15.9500,1.0000,424.0000,248963.1441
F10167,1301.1828,15.7830,15.8670,15.9500,1.0000,119.0000,80150.7946
F10168,1302.1848,15.7830,15.8670,15.9500,1.0000,46.0000,21605.3705
F10169,1303.3631,12.7160,12.7490,12.7990,1.0000,6920.0000,16056.5895
F10170,1303.4172,12.1320,12.1820,12.2490,1.0000,71.0000,24113.1550
F10171,1304.4175,12.1320,12.1820,12.2320,1.0000,7041.0000,23184.7119
F10172,1304.7932,7.8980,8.1150,8.2650,1.0000,12.0000,8604.4611
F10173,1305.4165,12.1320,12.1820,12.2320,1.0000,6778.0000,23474.5159
F10174,1306.3073,11.9820,12.0490,12.0990,1.0000,55.0000,10430.0761
F10175,1306.4162,12.1320,12.1820,12.2160,1.0000,4965.0000,16200.9412
F10176,1307.3073,11.9820,12.0490,12.0990,1.0000,46.0000,11677.6156
F10177,1307.3832,12.7990,12.8330,12.8830,1.0000,46.0000,8374.5731
F10178,1307.8079,8.0150,8.0980,8.1810,1.0000,13.0000,9857.6905
F10179,1308.3085,11.9990,12.0490,12.0990,1.0000,2354.0000,9633.9719
F10180,1308.3116,8.0310,8.1310,8.1650,1.0000,8.0000,8113.8510
F10181,1308.4077,11.6820,11.7320,11.7990,1.0000,13.0000,24332.2162
F10182,1309.3801,12.0990,12.1320,12.1820,1.0000,71.0000,28918.7745
F10183,1309.4037,11.6660,11.7160,11.7820,1.0000,10.0000,14989.4021
F10184,1310.3773,12.0990,12.1320,12.1990,1.0000,63.0000,36381.5533
F10185,1310.7357,14.6830,14.7830,14.8660,1.0000,10.0000,8928.3191
F10186,1310.8134,11.6660,11.6990,11.7490,1.0000,2995.0000,8173.7760
F10187,1311.3614,11.6990,11.7490,11.7990,1.0000,23.0000,12293.4606
F10188,1313.3572,11.6820,11.7490,11.8160,1.0000,21.0000,10887.9758
F10189,1313.9774,11.9490,11.9820,12.0490,1.0000,3906.0000,12223.5490
F10190,1316.1275,14.3660,14.4500,14.5160,1.0000,52.0000,19705.2518
F10191,1317.2925,11.8490,11.8820,11.9320,1.0000,7448.0000,17059.3591
F10192,1317.3803,12.7660,12.8330,12.8990,1.0000,7502.0000,2785354.5122
F10193,1318.1300,14.3830,14.4500,14.5330,1.0000,45.0000,13558.0226
F10194,1318.2926,11.8490,11.8820,11.9320,1.0000,5812.0000,13011.5535
F10195,1318.3812,12.7660,12.8330,12.8990,1.0000,8409.0000,3584250.4202
F10196,1319.3582,12.1320,12.1990,12.2490,1.0000,456.0000,353947.4588
F10197,1319.3657,12.2660,12.2990,12.3660,1.0000,2030.0000,6881.6391
F10198,1319.3805,12.7660,12.8330,12.8990,1.0000,2770.0000,3963172.5000
F10199,1320.1575,14.9330,15.0330,15.1160,1.0000,1406.0000,632542.1464
F10200,1320.3597,12.1320,12.1990,12.2490,1.0000,916.0000,444748.0974
F10201,1320.3800,12.7660,12.8330,12.8990,1.0000,4774.0000,2940364.8168
F10202,1321.1608,14.9330,15.0330,15.1160,1.0000,647.0000,629729.2484
F10203,1321.3356,11.7160,11.7820,11.8160,1.0000,30.0000,32720.7966
F10204,1321.3387,11.5820,11.6820,11.7160,1.0000,25.0000,25142.3343
F10205,1321.3583,12.1320,12.1990,12.2490,1.0000,297.0000,469592.7840
F10206,1321.3790,12.7660,12.8330,12.8990,1.0000,2831.0000,1891668.6063
F10207,1322.1640,14.9330,15.0330,15.1160,1.0000,441.0000,317406.4096
F10208,1322.3381,11.7320,11.7320,11.8160,2.0000,15.0000,33364.6794
F10209,1322.3581,12.1320,12.1990,12.2490,1.0000,415.0000,363707.2926
F10210,1322.3779,12.7660,12.8330,12.8990,1.0000,810.0000,1016898.0481
F10211,1322.8664,13.4160,13.4990,13.5490,1.0000,50.0000,11902.1954
F10212,1323.0706,11.7990,11.8490,11.8990,1.0000,8.0000,6053.6907
F10213,1323.1678,14.9330,15.0330,15.1160,1.0000,152.0000,103013.3318
F10214,1323.2665,12.5660,12.6160,12.6490,1.0000,6994.0000,16676.9484
F10215,1323.3358,11.5990,11.6660,11.7160,1.0000,18.0000,29561.1160
F10216,1323.3375,11.7160,11.7820,11.8160,1.0000,24.0000,40299.7481
F10217,1323.3573,12.1320,12.1990,12.2490,1.0000,184.0000,237314.1508
F10218,1323.3659,13.4330,13.4990,13.5330,1.0000,42.0000,17505.9641
F10219,1323.3766,12.7660,12.8330,12.8990,1.0000,648.0000,501721.8469
F10220,1323.8668,13.4330,13.4830,13.5660,1.0000,60.0000,23153.1159
F10221,1324.1701,14.9500,15.0330,15.1160,1.0000,128.0000,29462.5149
F10222,1324.1890,15.7170,15.8000,15.8830,1.0000,2271.0000,1030813.8321
F10223,1324.3367,11.7320,11.7820,11.8160,1.0000,13.0000,28782.3982
F10224,1324.3575,12.1320,12.1990,12.2490,1.0000,45990.0000,129760.8392
F10225,1324.3667,13.4330,13.4990,13.5490,1.0000,7664.0000,26035.9235
F10226,1324.3754,12.7660,12.8330,12.8990,1.0000,558.0000,220853.1895
F10227,1324.8661,13.4330,13.4990,13.5660,1.0000,33.0000,23339.4697
F10228,1325.1920,15.7170,15.8000,15.8830,1.0000,1941.0000,1028845.3989
F10229,1325.3374,11.7160,11.7820,11.8160,1.0000,18.0000,24265.9522
F10230,1325.3569,11.7990,11.8320,11.8820,1.0000,22.0000,20680.1855
F10231,1325.3553,12.1320,12.1990,12.2490,1.0000,125.0000,67069.2668
F10232,1325.3658,13.4330,13.4990,13.5490,1.0000,5340.0000,17984.8157
F10233,1325.3740,12.7830,12.8330,12.8990,1.0000,189.0000,88571.9771
F10234,1325.8976,9.9150,9.9990,10.0990,1.0000,29.0000,14079.8610
F10235,1326.1953,15.7170,15.8000,15.8830,1.0000,814.0000,521583.0095
F10236,1326.3344,11.5990,11.6660,11.7320,1.0000,15.0000,13872.4885
F10237,1326.3361,11.7320,11.7820,11.8160,1.0000,20.0000,11999.8493
F10238,1326.3556,12.1320,12.1990,12.2660,1.0000,28.0000,32927.5243
F10239,1326.3610,11.7990,11.8320,11.8820,1.0000,3405.0000,11363.0351
F10240,1326.9039,9.9650,10.0150,10.0820,1.0000,22.0000,8436.6436
F10241,1327.1986,15.7170,15.8000,15.9000,1.0000,519.0000,180979.7505
F10242,1328.2021,15.7330,15.8000,15.8830,1.0000,142.0000,40210.7692
F10243,1328.2199,16.8340,16.9000,16.9840,1.0000,110.0000,35110.9480
F10244,1329.2056,15.7330,15.8000,15.8500,1.0000,27.0000,8343.2352
F10245,1329.2229,16.8340,16.9170,17.0000,1.0000,156.0000,38054.8981
F10246,1330.2256,16.8340,16.9000,16.9840,1.0000,64.0000,18948.1130
F10247,1331.2313,16.5500,16.9000,16.9500,1.0000,1819.0000,6201.9478
F10248,1331.4366,12.1660,12.2160,12.2990,1.0000,11.0000,7990.6265
F10249,1331.7495,14.2160,14.2830,14.4000,1.0000,17.0000,7355.2431
F10250,1333.3438,11.9320,11.9820,12.0160,1.0000,14142.0000,29109.7949
F10251,1333.4302,12.9830,13.0330,13.1160,1.0000,75.0000,36244.5953
F10252,1333.8315,11.5660,11.6160,11.6490,1.0000,2018.0000,5825.2663
F10253,1334.3455,11.9320,11.9820,12.0320,1.0000,23072.0000,45424.5209
F10254,1334.4100,12.2490,12.3160,12.3820,1.0000,128.0000,41826.5380
F10255,1334.4290,12.9830,13.0330,13.0990,1.0000,9342.0000,26081.7048
F10256,1334.7250,14.1830,14.2500,14.3000,1.0000,14.0000,5474.8863
F10257,1335.4288,12.9830,13.0330,13.0990,1.0000,44.0000,19347.9700
F10258,1336.3918,11.8160,11.8820,11.9490,1.0000,1547.0000,3540494.8480
F10259,1336.4090,12.2320,12.3160,12.3820,1.0000,12958.0000,44731.5758
F10260,1337.4055,12.2320,12.2990,12.3820,1.0000,61.0000,34916.7815
F10261,1338.3701,8.8650,8.9150,8.9980,1.0000,9.0000,11357.6721
F10262,1338.3908,11.8320,11.8820,11.9490,1.0000,979.0000,2808225.1216
F10263,1338.4041,12.2160,12.2990,12.3660,1.0000,29.0000,25518.8582
F10264,1339.3896,11.8320,11.8820,11.9490,1.0000,1052.0000,1841173.8047
F10265,1339.4037,12.2160,12.2990,12.3660,1.0000,38.0000,14654.7221
F10266,1340.1618,15.6500,15.8170,16.0000,1.0000,25.0000,15647.1630
F10267,1340.3820,11.9490,12.0820,12.1490,1.0000,15.0000,40041.8918
F10268,1340.3887,11.8320,11.8820,11.9490,1.0000,2772.0000,1000575.3008
F10269,1340.3975,12.2160,12.2820,12.3490,1.0000,34.0000,11671.5376
F10270,1341.3874,11.8320,11.8820,11.9490,1.0000,1155.0000,490782.9746
F10271,1342.9244,9.8820,10.0150,10.0990,1.0000,44.0000,36694.5584
F10272,1342.9263,12.0160,12.0660,12.1660,1.0000,8.0000,9956.1385
F10273,1343.4553,11.9490,11.9820,12.0660,1.0000,34.0000,8092.4392
F10274,1343.9284,9.8980,10.0150,10.0990,1.0000,35.0000,30215.0328
F10275,1344.3841,11.8490,11.8820,11.9490,1.0000,270.0000,35717.4711
F10276,1344.9335,9.8820,10.0150,10.1650,1.0000,13.0000,18636.3411
F10277,1344.9584,11.9490,11.9820,12.0490,1.0000,8.0000,7899.7457
F10278,1346.1733,15.0330,15.1000,15.1830,1.0000,32.0000,17222.4395
F10279,1347.1770,15.0330,15.1000,15.1830,1.0000,62.0000,16155.7058
F10280,1348.1791,15.0500,15.1000,15.1500,1.0000,27.0000,8006.3926
F10281,1350.3709,12.9160,12.9830,13.0490,1.0000,1970.0000,676624.7515
F10282,1351.3722,12.9160,12.9830,13.0490,1.0000,1845.0000,880448.6483
F10283,1351.4043,12.0990,12.1320,12.1990,1.0000,72.0000,60156.0343
F10284,1352.3712,12.9160,12.9830,13.0490,1.0000,2113.0000,1000486.2624
F10285,1352.3850,11.6990,11.7490,11.8160,1.0000,7831.0000,26882.8805
F10286,1353.3510,12.2160,12.2820,12.3490,1.0000,270.0000,175641.4650
F10287,1353.3705,12.9160,12.9830,13.0490,1.0000,1236.0000,785067.9314
F10288,1353.3836,11.6320,11.7490,11.8160,1.0000,57.0000,33274.1919
F10289,1354.3314,11.7990,11.8990,11.9320,1.0000,24.0000,21952.9916
F10290,1354.3700,12.9160,12.9830,13.0490,1.0000,535.0000,524020.6936
F10291,1354.3828,11.6820,11.7490,11.8320,1.0000,64.0000,25500.9298
F10292,1355.3306,11.7990,11.8990,11.9320,1.0000,28.0000,29519.5647
F10293,1355.3501,12.2160,12.2820,12.3490,1.0000,45140.0000,145116.2765
F10294,1356.3298,11.6820,11.8990,12.0660,1.0000,35.0000,39788.2543
F10295,1356.3495,12.2160,12.2820,12.3490,1.0000,59.0000,100550.3561
F10296,1356.3677,12.9160,12.9830,13.0490,1.0000,445.0000,156102.2150
F10297,1357.3475,12.2320,12.2820,12.3490,1.0000,16427.0000,55341.5475
F10298,1358.3281,11.8160,11.8820,11.9320,1.0000,4435.0000,18493.3166
F10299,1358.4323,12.7990,12.8330,12.8830,1.0000,2804.0000,6868.8835
F10300,1359.4309,12.7830,12.8330,12.8830,1.0000,3634.0000,10423.0177
F10301,1359.8774,13.5830,13.6330,13.6830,1.0000,2636.0000,9585.0167
F10302,1360.3761,13.5830,13.6490,13.7160,1.0000,59.0000,14717.7956
F10303,1361.3753,13.5990,13.6490,13.7160,1.0000,5848.0000,21046.2974
F10304,1361.8619,11.8990,11.9660,12.0160,1.0000,28.0000,11405.6731
F10305,1361.8764,13.5830,13.6490,13.7160,1.0000,51.0000,22104.8729
F10306,1362.3749,13.5660,13.6490,13.7330,1.0000,54.0000,16869.0014
F10307,1362.4078,12.7490,12.7990,12.8330,1.0000,3280.0000,10717.3357
F10308,1362.8751,13.5830,13.6330,13.7160,1.0000,24.0000,13598.9955
F10309,1363.4076,12.7330,12.7990,12.8660,1.0000,23.0000,10986.4696
F10310,1363.4668,11.9490,11.9990,12.0490,1.0000,23.0000,6516.8430
F10311,1365.4235,13.1330,13.1830,13.2490,1.0000,20.0000,16161.3065
F10312,1367.4041,12.3660,12.3990,12.4490,1.0000,7765.0000,16561.6127
F10313,1368.1566,14.5330,14.6160,14.7000,1.0000,10019.0000,47882.8383
F10314,1368.3827,11.9320,11.9820,12.0990,1.0000,4030.0000,1171200.4298
F10315,1368.3998,12.3490,12.3990,12.4660,1.0000,49.0000,22015.7679
F10316,1368.4208,13.1330,13.1830,13.2160,1.0000,2966.0000,9255.5108
F10317,1369.1608,14.5330,14.6160,14.7000,1.0000,10332.0000,47288.0804
F10318,1369.3807,12.2490,12.2990,12.3660,1.0000,12.0000,7082.9139
F10319,1369.3838,11.9320,11.9820,12.0990,1.0000,5140.0000,1591168.9436
F10320,1369.3982,12.3320,12.3990,12.4660,1.0000,42.0000,19128.3926
F10321,1370.1640,14.5330,14.6000,14.6830,1.0000,4867.0000,24437.2122
F10322,1370.3830,11.8660,11.9820,12.0990,1.0000,5721.0000,1828350.6421
F10323,1370.3967,12.3490,12.3990,12.4660,1.0000,33.0000,14757.6873
F10324,1371.3825,11.9320,11.9820,12.0990,1.0000,4845.0000,1423973.6635
F10325,1372.3811,11.9320,11.9820,12.0990,1.0000,2223.0000,934794.7469
F10326,1377.4351,12.2160,12.2660,12.3160,1.0000,23.0000,14972.5624
F10327,1379.3228,12.0820,12.1490,12.2160,1.0000,16.0000,8515.0684
F10328,1379.4342,11.8490,11.8820,11.9490,1.0000,41.0000,44094.1123
F10329,1380.3282,12.0820,12.1490,12.1990,1.0000,46.0000,8686.4869
F10330,1380.4307,11.8160,11.8820,11.9490,1.0000,29.0000,37978.0069
F10331,1381.3260,11.5490,12.1490,12.2160,1.0000,16.0000,9823.8878
F10332,1381.4252,11.8490,11.8820,11.9490,1.0000,25.0000,27616.8098
F10333,1382.3961,12.1820,12.2160,12.2660,1.0000,35.0000,19883.8820
F10334,1382.4243,11.8490,11.8820,11.9820,1.0000,24.0000,25292.5124
F10335,1383.4122,12.2320,12.2660,12.3320,1.0000,9.0000,7921.2897
F10336,1384.3950,12.1820,12.2160,12.2660,1.0000,12713.0000,25152.6870
F10337,1386.3950,12.1820,12.2160,12.2660,1.0000,6165.0000,13786.3539
F10338,1390.4765,12.1320,12.1820,12.2660,1.0000,11.0000,7248.8589
F10339,1391.3985,12.9160,12.9830,13.0490,1.0000,4134.0000,1926179.2764
F10340,1392.3997,12.9160,12.9830,13.0490,1.0000,4253.0000,2607582.1069
F10341,1393.3773,12.2160,12.2820,12.3490,1.0000,337.0000,237739.6649
F10342,1393.3987,12.9160,12.9830,13.0490,1.0000,4229.0000,2953288.3988
F10343,1394.3777,12.2160,12.2820,12.3490,1.0000,329.0000,312758.1236
F10344,1394.3985,12.9160,12.9830,13.0490,1.0000,1841.0000,2305543.0635
F10345,1395.3770,12.2160,12.2820,12.3490,1.0000,391.0000,348406.0923
F10346,1395.3973,12.9160,12.9830,13.0490,1.0000,3851.0000,1577947.7300
F10347,1396.3583,11.7820,11.8990,11.9320,1.0000,30.0000,50425.0581
F10348,1396.3771,12.2160,12.2820,12.3490,1.0000,140.0000,279600.0822
F10349,1396.3958,12.9160,12.9830,13.0490,1.0000,1092.0000,885421.4868
F10350,1397.3574,11.7820,11.8990,11.9320,1.0000,23.0000,56968.3501
F10351,1397.3846,13.7500,13.8160,13.8500,1.0000,36.0000,7174.5129
F10352,1397.3945,12.9160,12.9830,13.0490,1.0000,401.0000,452722.4142
F10353,1397.8862,13.7660,13.8160,13.8660,1.0000,2714.0000,8971.1111
F10354,1398.3749,12.2160,12.2820,12.3490,1.0000,79.0000,109085.2622
F10355,1398.3884,13.7500,13.8160,13.8830,1.0000,13.0000,11823.4188
F10356,1398.3936,12.9160,12.9830,13.0490,1.0000,399.0000,209367.3580
F10357,1399.3543,11.7990,11.8990,11.9320,1.0000,22.0000,33525.8126
F10358,1399.3738,12.2160,12.2820,12.3490,1.0000,45.0000,60997.8902
F10359,1399.3845,13.7660,13.8160,13.8830,1.0000,12.0000,8764.1819
F10360,1399.8877,13.7660,13.8160,13.8830,1.0000,30.0000,7340.8554
F10361,1401.3710,12.2320,12.2820,12.3490,1.0000,3662.0000,14338.0071
F10362,1406.1411,7.2810,7.3480,7.4150,1.0000,82499.0000,304919.1188
F10363,1406.4494,13.1330,13.1830,13.2490,1.0000,77.0000,31341.4328
F10364,1407.1442,7.2810,7.3480,7.4150,1.0000,68364.0000,268155.6012
F10365,1408.1471,7.2810,7.3480,7.4150,1.0000,32384.0000,126175.1326
F10366,1410.4101,11.8990,11.9820,12.0990,1.0000,678.0000,1918079.5535
F10367,1410.4285,12.3320,12.3990,12.4660,1.0000,62.0000,36290.8137
F10368,1410.4482,13.1490,13.1830,13.2330,1.0000,2846.0000,9210.9092
F10369,1411.4093,11.8820,11.9820,12.0990,1.0000,3780.0000,2205041.3038
F10370,1411.4267,12.3160,12.3990,12.4660,1.0000,44.0000,32047.8475
F10371,1412.4089,11.9160,11.9820,12.0990,1.0000,3159.0000,1722011.7083
F10372,1413.4077,11.9160,11.9820,12.0990,1.0000,2900.0000,1152085.5549
F10373,1413.4243,12.3320,12.3820,12.4490,1.0000,60.0000,12623.0456
F10374,1414.4067,11.9160,11.9820,12.0990,1.0000,1229.0000,660302.3308
F10375,1415.4053,11.9320,11.9820,12.0990,1.0000,781.0000,345885.2043
F10376,1416.4042,11.9160,11.9820,12.0660,1.0000,588.0000,156084.8136
F10377,1419.4041,11.9320,11.9820,12.0160,1.0000,3371.0000,9520.5981
F10378,1423.4235,12.1820,12.2160,12.2660,1.0000,17804.0000,33133.5919
F10379,1424.3894,13.0660,13.1330,13.1990,1.0000,142020.0000,419117.2039
F10380,1424.4239,12.1820,12.2160,12.2660,1.0000,21402.0000,44234.6525
F10381,1424.4440,11.8160,11.9990,12.5490,1.0000,7.0000,20024.9408
F10382,1425.3908,13.0660,13.1330,13.1990,1.0000,3476.0000,605512.0055
F10383,1425.4229,12.1490,12.2160,12.2820,1.0000,69.0000,58344.2464
F10384,1426.3681,12.2990,12.3820,12.4490,1.0000,169.0000,96460.4430
F10385,1426.3898,13.0660,13.1330,13.1990,1.0000,1088.0000,707777.7898
F10386,1426.4046,11.8490,11.8990,11.9320,1.0000,7001.0000,19505.4211
F10387,1427.3691,12.2990,12.3820,12.4490,1.0000,461.0000,133964.2353
F10388,1427.3896,13.0660,13.1330,13.1990,1.0000,1477.0000,579077.8383
F10389,1427.4032,11.8320,11.8990,11.9490,1.0000,61.0000,25761.3695
F10390,1427.9731,0.7130,0.7460,0.7960,1.0000,4119.0000,8408.3735
F10391,1428.3684,12.3160,12.3820,12.4490,1.0000,76.0000,141484.0472
F10392,1428.3882,13.0660,13.1330,13.1990,1.0000,1005.0000,396514.8289
F10393,1428.4023,11.8490,11.8820,11.9320,1.0000,5459.0000,15186.8356
F10394,1428.4221,12.1820,12.2160,12.2660,1.0000,7441.0000,15674.7182
F10395,1429.3540,11.9160,11.9820,12.1820,1.0000,16.0000,25990.8040
F10396,1429.3687,11.7160,12.3660,12.9490,1.0000,144.0000,135066.1829
F10397,1429.3876,13.0660,13.1330,13.1990,1.0000,1316.0000,244507.6992
F10398,1429.4014,11.8490,11.8990,11.9320,1.0000,4401.0000,11834.9267
F10399,1430.3545,11.9160,11.9820,12.1160,1.0000,12.0000,29816.0018
F10400,1430.3671,12.3160,12.3820,12.4490,1.0000,100.0000,84390.0430
F10401,1431.3505,11.9160,11.9820,12.0820,1.0000,16.0000,26197.7556
F10402,1431.3657,12.3160,12.3820,12.4330,1.0000,91.0000,50206.1413
F10403,1431.3847,13.0830,13.1330,13.1990,1.0000,108.0000,63370.2236
F10404,1432.3493,11.9160,11.9820,12.0160,1.0000,14.0000,12681.2424
F10405,1432.3647,12.3320,12.3820,12.4330,1.0000,8061.0000,25183.4483
F10406,1433.3640,12.3320,12.3820,12.4490,1.0000,45.0000,14232.2419
F10407,1434.8927,13.9660,14.0000,14.0500,1.0000,3005.0000,8952.6666
F10408,1435.8931,13.9330,14.0000,14.0660,1.0000,50.0000,14262.0793
F10409,1436.4300,12.8990,12.9490,12.9990,1.0000,2747.0000,10682.4058
F10410,1437.4251,12.8990,12.9330,12.9830,1.0000,21.0000,7608.1170
F10411,1438.4228,12.2660,12.2990,12.3820,1.0000,9.0000,9241.8211
F10412,1439.4215,12.2490,12.2990,12.3320,1.0000,1820.0000,5860.8541
F10413,1439.4362,11.9320,11.9820,12.0490,1.0000,15.0000,6964.4043
F10414,1442.4013,11.9990,12.0490,12.1160,1.0000,1778.0000,846643.1532
F10415,1443.4026,11.9990,12.0490,12.1160,1.0000,3159.0000,1178285.6604
F10416,1444.3771,11.5820,11.6320,11.6990,1.0000,17.0000,14212.6439
F10417,1444.4018,11.9820,12.1570,12.1160,2.0000,4060.0000,1363271.7865
F10418,1445.3781,11.5660,11.6320,11.7160,1.0000,19.0000,17865.2104
F10419,1445.4011,11.9990,12.0490,12.1160,1.0000,2721.0000,1126295.8646
F10420,1446.3769,11.5660,11.6320,11.6990,1.0000,16.0000,17347.1546
F10421,1447.1171,7.2810,7.3310,7.3810,1.0000,2012.0000,7192.3710
F10422,1447.3791,11.5660,11.6320,11.6990,1.0000,14.0000,13165.3329
F10423,1448.1243,7.2810,7.3310,7.3650,1.0000,2066.0000,6180.8941
F10424,1448.3779,11.5820,11.6320,11.6990,1.0000,10.0000,10762.5759
F10425,1450.3933,12.0160,12.0490,12.0990,1.0000,24466.0000,50254.0996
F10426,1451.4518,12.3160,12.3660,12.4160,1.0000,17.0000,10441.3058
F10427,1452.4519,12.0660,12.3490,12.4160,1.0000,3425.0000,15782.7260
F10428,1453.4007,12.9990,13.0490,13.0830,1.0000,4131.0000,11578.9369
F10429,1453.4517,11.9160,11.9660,12.0490,1.0000,32.0000,25623.9016
F10430,1453.4515,12.3160,12.3490,12.3990,1.0000,4433.0000,14603.7295
F10431,1454.3459,12.1490,12.2660,12.3160,1.0000,20.0000,8423.0600
F10432,1454.4451,11.9320,11.9660,12.0490,1.0000,17.0000,23309.5429
F10433,1454.4490,12.3160,12.3660,12.4160,1.0000,12.0000,15945.2938
F10434,1455.3437,12.1660,12.2320,12.2820,1.0000,28.0000,8650.0153
F10435,1455.3789,12.2820,12.3320,12.3660,1.0000,1866.0000,6704.6626
F10436,1455.4409,11.9320,11.9820,12.0490,1.0000,28.0000,20576.5222
F10437,1456.4101,12.2490,12.3160,12.4660,1.0000,33.0000,16362.9085
F10438,1457.4132,12.2660,12.2990,12.3660,1.0000,24.0000,18492.1860
F10439,1457.4342,11.9320,11.9660,12.0320,1.0000,21.0000,12574.9226
F10440,1458.4139,12.2660,12.2990,12.3660,1.0000,43.0000,20663.2670
F10441,1460.1039,9.5320,9.6150,9.7650,1.0000,49.0000,19156.8479
F10442,1461.1055,9.4980,9.5980,9.6820,1.0000,38.0000,20758.5313
F10443,1463.1508,7.9810,8.0650,8.1310,1.0000,16240.0000,78088.7125
F10444,1464.1544,7.9810,8.0480,8.1480,1.0000,291.0000,76455.4324
F10445,1465.1577,7.9810,8.0480,8.1480,1.0000,59.0000,36849.1493
F10446,1465.4172,13.0660,13.1330,13.1990,1.0000,4622.0000,1272335.9369
F10447,1466.1624,7.9980,8.0650,8.1480,1.0000,24.0000,12648.7856
F10448,1466.4185,13.0660,13.1330,13.1990,1.0000,4409.0000,1865804.8825
F10449,1467.3949,12.2990,12.3820,12.4490,1.0000,274.0000,184068.8422
F10450,1467.4177,13.0660,13.1330,13.1990,1.0000,2169.0000,2215516.0825
F10451,1468.3961,12.2990,12.3820,12.4330,1.0000,631.0000,256722.9274
F10452,1468.4172,13.0660,13.1330,13.1990,1.0000,1587.0000,1761580.9978
F10453,1469.3780,11.9160,11.9820,12.0990,1.0000,16.0000,28539.0633
F10454,1469.3953,12.3160,12.3820,12.4490,1.0000,200.0000,300581.4930
F10455,1469.4160,13.0660,13.1330,13.1990,1.0000,2525.0000,1259832.3297
F10456,1470.3797,11.8490,11.9820,12.1820,1.0000,16.0000,50871.7626
F10457,1470.3952,11.9990,12.3660,12.5490,1.0000,92.0000,270290.8694
