Feature_ID,mz,RT,RTmin,RTmax,parent_masstrack_id,peak_area,cSelectivity,goodness_fitting,snr,detection_counts,SERUM-1_copy_P1-E4_1_step1_1
F2758,936.7263,2.133,2.04,2.234,6292,236678,1.0,0.91,22,1,260350
F2759,903.5119,4.6,4.541,4.642,5965,24994,1.0,0.95,5,1,38148
F2760,903.5119,4.752,4.71,4.786,5965,31009,1.0,0.97,6,1,42986
F2761,869.5234,3.27,3.202,3.371,5642,140034,1.0,0.97,10,1,162136
F2762,903.5579,7.211,7.009,7.379,5966,122723,1.0,0.84,5,1,167896
F2763,828.5461,4.55,4.449,4.651,5232,1249919,1.0,0.98,102,1,1274919
F2764,869.5866,4.642,4.541,4.743,5644,188268,1.0,0.98,12,1,212281
F2765,937.1505,2.099,2.032,2.175,6298,52515,0.75,0.75,5,1,75337
F2766,903.7359,1.501,1.409,1.602,5968,1801495,1.0,0.95,116,1,1825495
F2767,869.6223,2.116,2.015,2.192,5646,69947,0.92,0.91,7,1,93456
F2768,903.813,1.476,1.392,1.577,5969,3991479,0.94,0.9,284,1,4014479
F2769,828.5893,1.543,1.484,1.569,5234,29475,0.89,0.96,5,1,39558
F2770,828.5893,1.653,1.569,1.754,5234,99171,1.0,0.83,8,1,119996
F2771,828.5893,4.566,4.474,4.634,5234,115037,1.0,0.93,10,1,138479
F2772,828.5893,4.668,4.634,4.76,5234,65499,1.0,0.95,7,1,80725
F2773,937.6779,2.141,2.04,2.242,6302,2008490,1.0,0.99,157,1,2033490
F2774,904.1013,4.305,4.204,4.406,5970,1403330,1.0,0.98,88,1,1432031
F2775,869.6518,4.525,4.457,4.55,5647,784045,1.0,0.89,125,1,796045
F2776,828.6592,4.659,4.575,4.676,5235,46498,1.0,0.85,6,1,60163
F2777,828.6592,4.718,4.676,4.777,5235,52812,1.0,0.89,7,1,66811
F2778,937.7292,1.476,1.417,1.569,6303,156374,1.0,0.89,15,1,173880
F2779,937.7292,1.602,1.569,1.686,6303,46563,1.0,0.84,7,1,61571
F2780,869.6929,1.51,1.434,1.518,5648,102807,1.0,0.98,14,1,117421
F2781,869.6929,1.586,1.518,1.653,5648,195684,1.0,0.88,18,1,215650
F2782,869.737,1.526,1.426,1.628,5649,285233,1.0,0.85,21,1,313312
F2783,828.6919,1.56,1.51,1.602,5236,42275,0.91,0.8,5,1,57271
F2784,828.6919,1.644,1.602,1.72,5236,75203,1.0,0.95,10,1,91272
F2785,828.6919,4.583,4.55,4.659,5236,41414,0.89,0.81,5,1,53929
F2786,828.6919,4.912,4.836,5.013,5236,103761,1.0,0.77,9,1,125923
F2787,938.6788,2.15,2.049,2.251,6305,663957,1.0,1.0,48,1,692184
F2788,904.5839,1.611,1.51,1.712,5973,888638,1.0,1.0,31,1,920095
F2789,870.0323,4.011,3.935,4.103,5650,73341,1.0,0.89,7,1,95596
F2790,938.7452,1.51,1.434,1.611,6307,166921,1.0,0.96,12,1,193278
F2791,829.4352,3.177,3.101,3.219,5238,68991,1.0,0.83,9,1,84999
F2792,938.8089,1.484,1.434,1.552,6308,131795,1.0,0.97,15,1,150302
F2793,870.5414,4.036,3.935,4.137,5652,90845,0.74,0.98,5,1,116346
F2794,829.5161,3.48,3.379,3.581,5239,279868,1.0,0.99,15,1,306364
F2795,904.6013,4.289,4.188,4.39,5974,823763,1.0,0.99,51,1,852432
F2796,870.5661,3.261,3.059,3.59,5653,177769,0.94,0.8,6,1,242257
F2797,829.5638,3.666,3.564,3.766,5240,1834588,1.0,0.99,114,1,1859588
F2798,939.6294,1.501,1.434,1.67,6309,131444,0.97,0.8,9,1,160301
F2799,939.6294,2.15,2.049,2.251,6309,156868,1.0,0.97,12,1,182433
F2800,939.6294,4.322,4.221,4.423,6309,347797,1.0,0.99,22,1,374819
F2801,870.578,2.116,2.015,2.217,5654,398166,1.0,0.99,30,1,424219
F2802,904.6467,1.628,1.526,1.729,5977,114631,1.0,0.99,8,1,139890
F2803,940.129,4.331,4.23,4.432,6311,328231,1.0,0.98,22,1,355816
F2804,870.5957,4.626,4.525,4.726,5655,133203,1.0,0.95,9,1,159025
F2805,904.6869,1.973,1.872,2.074,5978,189865,1.0,1.0,13,1,216131
F2806,940.6313,4.322,4.238,4.415,6312,175414,1.0,0.99,13,1,198594
F2807,870.6531,4.541,4.449,4.642,5656,702864,1.0,0.96,55,1,729413
F2808,904.7404,1.51,1.409,1.611,5979,1167109,1.0,0.96,70,1,1199981
F2809,940.692,1.552,1.451,1.653,6314,263753,1.0,0.9,15,1,293694
F2810,829.619,1.594,1.493,1.695,5244,91094,0.91,0.81,6,1,116893
F2811,829.619,3.64,3.564,3.724,5244,86035,0.91,0.75,7,1,105600
F2812,870.699,1.56,1.459,1.636,5657,112287,1.0,0.72,8,1,136056
F2813,940.8243,1.51,1.442,1.577,6315,119200,1.0,0.92,13,1,140419
F2814,870.7497,1.484,1.417,1.586,5658,3062674,1.0,0.86,217,1,3083674
F2815,904.8225,1.476,1.4,1.569,5980,2072258,0.88,0.91,152,1,2093258
F2816,940.9389,1.552,1.459,1.653,6316,333156,1.0,0.91,25,1,353783
F2817,829.7038,1.518,1.426,1.569,5245,99910,1.0,0.83,9,1,115175
F2818,829.7038,4.929,4.828,5.03,5245,114010,0.97,0.8,8,1,141093
F2819,941.1905,1.56,1.468,1.661,6317,363448,1.0,0.93,27,1,388202
F2820,905.1041,4.305,4.204,4.406,5982,327505,1.0,0.97,22,1,353220
F2821,870.8065,1.526,1.451,1.602,5660,128643,1.0,0.86,12,1,144790
F2822,830.0647,3.682,3.581,3.783,5246,1658274,1.0,0.99,109,1,1683274
F2823,941.4418,1.552,1.459,1.653,6318,304352,1.0,0.8,20,1,333021
F2824,941.5529,4.482,4.44,4.55,6319,46799,1.0,0.84,6,1,61873
F2825,941.6334,2.141,2.04,2.242,6323,287764,1.0,0.99,21,1,316335
F2826,830.5544,2.697,2.655,2.773,5250,67965,1.0,0.94,8,1,81090
F2827,905.6897,1.973,1.88,2.074,5989,96316,1.0,0.99,7,1,120347
F2828,905.7508,1.526,1.468,1.628,5990,2054587,0.94,0.71,135,1,2074587
F2829,871.6548,4.541,4.466,4.642,5669,233437,1.0,0.88,21,1,256170
F2830,830.5636,3.666,3.564,3.766,5251,875240,1.0,0.99,42,1,904252
F2831,830.5636,4.533,4.432,4.634,5251,1290159,1.0,1.0,72,1,1321593
F2832,905.8263,1.493,1.409,1.594,5991,954017,1.0,0.94,62,1,972481
F2833,941.8268,1.451,1.417,1.552,6326,76177,1.0,0.82,8,1,90022
F2834,941.8268,1.577,1.552,1.611,6326,23672,1.0,0.94,5,1,33797
F2835,872.441,1.586,1.526,1.636,5671,61911,1.0,0.76,6,1,76315
F2836,942.4907,1.543,1.501,1.569,6328,21782,1.0,0.92,5,1,29416
F2837,942.6338,2.141,2.04,2.242,6331,168561,1.0,0.99,12,1,194247
F2838,872.5365,2.638,2.428,3.026,5672,238744,0.95,0.91,5,1,310919
F2839,872.5365,3.615,3.514,3.716,5672,531976,1.0,0.99,36,1,560456
F2840,942.701,1.484,1.426,1.56,6333,97356,0.93,0.82,10,1,119567
F2841,906.5605,4.305,4.204,4.398,5994,96964,0.89,0.98,7,1,122908
F2842,906.5605,4.6,4.507,4.701,5994,135953,0.96,0.86,10,1,162159
F2843,943.7094,1.526,1.434,1.602,6340,180640,1.0,0.86,13,1,200217
F2844,906.5943,1.619,1.518,1.703,5995,244282,1.0,0.95,17,1,268826
F2845,998.9796,1.552,1.459,1.653,6547,468607,1.0,0.91,30,1,494545
F2846,999.2309,1.543,1.459,1.644,6548,497566,1.0,0.9,35,1,528504
F2847,944.617,1.594,1.493,1.695,6343,136286,1.0,0.99,9,1,161671
F2848,999.4831,1.602,1.501,1.686,6549,391793,1.0,0.88,26,1,416564
F2849,906.6265,1.594,1.552,1.636,5997,24256,1.0,0.97,6,1,35632
F2850,906.6265,2.579,2.486,2.68,5997,109799,1.0,0.99,8,1,133734
F2851,944.7141,1.468,1.434,1.51,6345,33792,1.0,0.96,6,1,41466
F2852,944.7141,1.577,1.51,1.611,6345,68316,1.0,0.88,10,1,83079
F2853,999.7073,2.318,2.234,2.419,6551,625069,1.0,0.99,46,1,656399
F2854,906.6729,1.67,1.569,1.771,6000,1089947,1.0,0.99,71,1,1120948
F2855,999.7347,1.594,1.493,1.67,6552,296332,1.0,0.85,28,1,322239
F2856,945.6224,1.611,1.51,1.695,6347,90861,1.0,0.98,7,1,114801
F2857,906.7545,1.535,1.434,1.636,6001,1407026,1.0,0.98,80,1,1445662
F2858,872.6374,1.552,1.451,1.653,5677,246936,1.0,0.94,14,1,273419
F2859,872.6548,1.526,1.459,1.569,5678,39738,0.82,0.79,5,1,54263
F2860,872.6548,1.611,1.569,1.695,5678,60795,0.93,0.97,7,1,78245
F2861,872.6548,4.525,4.423,4.626,5678,183004,1.0,0.97,11,1,211371
F2862,946.6191,1.602,1.543,1.67,6351,48136,1.0,0.93,5,1,66138
F2863,401.2606,3.337,3.236,3.438,6557,159489,1.0,0.99,6,1,194351
F2864,872.762,1.476,1.392,1.577,5679,13026646,1.0,0.9,925,1,13049646
F2865,946.6985,1.628,1.577,1.729,6353,1298231,1.0,0.79,108,1,1317231
F2866,946.6985,2.032,1.939,2.099,6353,81197,0.74,0.82,8,1,101197
F2867,873.4599,3.278,3.211,3.354,5680,58267,1.0,0.77,6,1,77077
F2868,907.5545,1.619,1.56,1.686,6006,42533,0.8,0.92,5,1,59927
F2869,907.5545,4.617,4.516,4.718,6006,96063,0.89,0.88,6,1,121774
F2870,907.5985,1.628,1.552,1.712,6007,95532,1.0,0.99,9,1,115032
F2871,873.5412,3.615,3.514,3.716,5681,232588,1.0,1.0,10,1,258491
F2872,873.5412,5.046,4.971,5.148,5681,62445,0.74,0.91,5,1,85330
F2873,403.2618,1.594,1.493,1.695,6560,196511,1.0,0.98,15,1,220149
F2874,403.2618,3.43,3.329,3.531,6560,111205,1.0,0.95,7,1,137083
F2875,907.6141,4.937,4.861,5.038,6008,118623,0.94,0.96,8,1,141502
F2876,946.836,1.468,1.409,1.535,6355,139762,1.0,0.97,15,1,158092
F2877,907.6665,1.67,1.569,1.771,6009,630784,1.0,0.99,37,1,657808
F2878,947.5841,7.893,7.725,8.061,6356,133577,1.0,0.96,5,1,175441
F2879,873.5885,1.543,1.442,1.644,5682,325167,0.99,1.0,3,1,448596
F2880,873.5885,3.935,3.834,4.036,5682,1065165,1.0,0.99,11,1,1193987
F2881,873.5885,9.468,7.96,9.998,5682,3515721,0.99,0.89,6,1,4694674
F2882,407.2962,1.67,1.577,1.771,6562,216806,1.0,0.94,15,1,243635
F2883,947.6234,4.55,4.449,4.651,6357,508907,1.0,0.98,33,1,536915
F2884,407.3326,1.695,1.602,1.796,6563,200098,1.0,0.97,15,1,225697
F2885,947.7023,1.619,1.518,1.72,6358,845368,1.0,0.98,59,1,876644
F2886,947.783,1.484,1.434,1.518,6359,90279,1.0,0.92,15,1,103318
F2887,409.1805,2.31,2.251,2.394,6565,52031,0.78,0.94,5,1,70505
F2888,948.1275,4.541,4.457,4.642,6362,448620,1.0,0.94,33,1,471749
F2889,907.8372,1.484,1.417,1.526,6014,73133,1.0,0.85,9,1,85112
F2890,907.8372,1.586,1.526,1.686,6014,95538,1.0,0.93,8,1,118362
F2891,907.8372,7.598,6.899,7.994,6014,389034,1.0,0.76,5,1,518516
F2892,409.3705,1.653,1.569,1.754,6566,130933,1.0,0.96,11,1,156197
F2893,948.6226,4.55,4.449,4.651,6363,275612,1.0,0.99,18,1,302382
F2894,908.2597,1.526,1.434,1.628,6018,1822152,1.0,0.98,142,1,1846152
F2895,948.7078,1.611,1.518,1.712,6364,279773,1.0,0.94,23,1,306536
F2896,948.7078,2.023,1.922,2.124,6364,186988,1.0,1.0,14,1,211934
F2897,948.7078,4.55,4.482,4.642,6364,97209,0.96,0.99,8,1,116926
F2898,948.7947,1.493,1.409,1.594,6366,463913,1.0,0.94,33,1,485699
F2899,873.6197,1.51,1.442,1.552,5684,55936,0.91,0.97,3,1,64380
F2900,414.319,1.644,1.569,1.746,6570,277004,1.0,0.97,21,1,301253
F2901,908.5566,4.297,4.221,4.398,6021,58890,0.73,0.95,5,1,81716
F2902,908.5566,4.6,4.499,4.701,6021,69893,0.73,0.93,5,1,95768
F2903,908.6472,2.175,2.074,2.276,6024,11768588,1.0,0.99,536,1,11793588
F2904,949.7185,1.484,1.442,1.543,6369,61961,1.0,0.93,8,1,75748
F2905,949.7185,2.006,1.956,2.099,6369,64394,1.0,0.72,7,1,84176
F2906,949.7185,4.533,4.491,4.634,6369,51307,1.0,0.86,5,1,70407
F2907,415.2102,1.636,1.543,1.737,6571,1777996,1.0,0.97,60,1,1826819
F2908,908.675,1.678,1.577,1.779,6025,200485,1.0,0.99,13,1,226864
F2909,949.7976,1.468,1.417,1.484,6370,49115,1.0,0.73,8,1,69047
F2910,949.7976,1.526,1.484,1.619,6370,136647,1.0,0.81,16,1,162077
F2911,873.6492,1.56,1.459,1.653,5686,76522,1.0,0.94,4,1,101150
F2912,873.6492,3.943,3.842,4.011,5686,78499,1.0,0.81,5,1,101602
F2913,873.6492,4.507,4.406,4.558,5686,74264,1.0,0.9,6,1,95112
F2914,908.6965,2.175,2.074,2.276,6027,623515,1.0,0.93,55,1,656766
F2915,873.6916,1.535,1.476,1.636,5688,97490,1.0,0.74,8,1,119253
F2916,950.8096,1.484,1.426,1.586,6374,353849,1.0,0.84,30,1,375922
F2917,415.2481,1.636,1.569,1.737,6573,118590,1.0,0.95,4,1,156818
F2918,415.2481,2.402,2.31,2.503,6573,98490,1.0,0.78,3,1,140615
F2919,908.7115,2.133,2.099,2.175,6028,67262,1.0,0.74,15,1,77265
F2920,873.769,1.484,1.392,1.586,5690,8210725,1.0,0.91,590,1,8234725
F2921,951.6545,1.636,1.586,1.72,6375,107986,1.0,0.91,14,1,129958
F2922,908.7701,1.51,1.426,1.611,6029,892975,1.0,0.93,54,1,924206
F2923,874.0909,3.926,3.826,4.028,5691,863731,1.0,0.96,60,1,896277
F2924,952.5254,4.507,4.44,4.592,6377,155958,1.0,0.96,18,1,177467
F2925,908.8353,1.501,1.442,1.543,6030,36094,1.0,0.93,6,1,48033
F2926,874.5442,3.615,3.548,3.691,5692,53701,1.0,0.84,5,1,73440
F2927,909.2523,1.526,1.451,1.628,6032,897923,1.0,0.99,81,1,923362
F2928,416.2257,1.956,1.855,2.057,6576,98116,1.0,0.98,5,1,122992
F2929,909.541,1.586,1.493,1.686,6033,791622,1.0,0.98,55,1,819141
F2930,417.2788,1.762,1.661,1.846,6577,107238,1.0,0.94,6,1,133157
F2931,952.6705,2.251,2.15,2.352,6378,12609659,1.0,0.99,524,1,12634659
F2932,952.824,1.501,1.417,1.577,6379,196876,1.0,0.91,17,1,220044
F2933,909.6127,1.586,1.526,1.686,6035,84966,0.95,0.87,7,1,105788
F2934,909.6127,3.986,3.884,4.086,6035,208381,1.0,0.99,13,1,234476
F2935,874.5905,3.918,3.817,4.019,5695,550315,1.0,0.99,11,1,615432
F2936,420.2754,1.661,1.602,1.729,6583,53150,1.0,0.98,6,1,70978
F2937,953.5269,4.507,4.449,4.566,6380,76453,1.0,0.84,9,1,92262
F2938,909.6492,2.183,2.082,2.284,6036,5925051,1.0,0.99,388,1,5950051
F2939,953.5917,4.946,4.87,5.046,6381,94727,1.0,0.96,7,1,117697
F2940,421.2572,3.135,3.051,3.228,6584,106933,1.0,0.93,8,1,128945
F2941,874.6596,4.499,4.398,4.6,5697,236596,1.0,0.98,16,1,263998
F2942,909.6934,1.644,1.611,1.746,6037,45157,0.81,0.79,5,1,61827
F2943,909.6934,2.183,2.091,2.284,6037,300678,1.0,0.89,25,1,328802
F2944,423.2692,3.472,3.388,3.564,6588,165560,1.0,0.98,13,1,186845
F2945,909.7782,1.501,1.451,1.602,6038,445834,0.94,0.82,30,1,476121
F2946,953.6773,2.251,2.15,2.352,6383,6674226,1.0,0.99,496,1,6699226
F2947,874.7815,1.484,1.383,1.586,5702,22129155,1.0,0.9,1539,1,22154155
F2948,910.2502,1.526,1.442,1.619,6040,586664,1.0,0.98,47,1,607458
F2949,953.7346,1.535,1.493,1.628,6384,104471,1.0,0.87,11,1,125572
F2950,953.7346,2.209,2.158,2.251,6384,154956,1.0,0.99,27,1,167874
F2951,953.7346,2.284,2.251,2.377,6384,108645,1.0,0.94,17,1,121065
F2952,430.243,1.602,1.526,1.703,6595,315761,1.0,0.93,19,1,339687
F2953,875.0927,3.935,3.834,3.977,5703,96580,1.0,0.88,11,1,111571
F2954,875.0927,3.994,3.977,4.028,5703,19485,1.0,0.88,5,1,30479
F2955,910.5431,1.594,1.501,1.695,6041,425301,1.0,0.98,31,1,451707
F2956,953.8329,1.484,1.426,1.577,6386,132500,1.0,0.79,12,1,154279
F2957,910.6186,3.969,3.884,4.07,6043,74801,0.79,0.98,5,1,98355
F2958,954.5946,4.929,4.878,4.988,6388,43220,1.0,0.95,5,1,58262
F2959,910.6545,2.175,2.074,2.276,6044,1849745,1.0,0.99,142,1,1874745
F2960,954.6785,2.251,2.15,2.352,6389,2186807,1.0,0.99,164,1,2211807
F2961,955.449,1.51,1.459,1.552,6390,170237,1.0,0.94,23,1,192623
F2962,955.449,1.602,1.56,1.686,6390,198707,1.0,0.96,23,1,207268
F2963,911.5523,1.602,1.501,1.703,6047,211347,1.0,0.94,19,1,237369
F2964,955.6098,4.92,4.844,5.021,6391,196637,1.0,0.96,15,1,217876
F2965,955.6816,2.242,2.141,2.343,6392,537946,1.0,0.99,40,1,565501
F2966,432.2332,1.628,1.526,1.729,6598,1378962,1.0,0.96,53,1,1424880
F2967,955.7013,1.56,1.459,1.661,6393,619809,1.0,0.95,34,1,650458
F2968,911.6192,1.653,1.552,1.754,6050,143644,1.0,0.96,11,1,170735
F2969,911.6557,1.552,1.451,1.653,6052,167359,1.0,0.74,11,1,198620
F2970,911.6557,2.175,2.074,2.276,6052,434102,1.0,1.0,34,1,459773
F2971,955.7654,1.51,1.434,1.594,6396,182713,1.0,0.85,16,1,208552
F2972,955.9515,1.552,1.468,1.653,6397,355083,1.0,0.79,24,1,382158
F2973,911.6922,1.594,1.518,1.695,6053,58316,1.0,0.84,6,1,82642
F2974,911.6922,4.668,4.583,4.752,6053,64676,1.0,0.85,6,1,86325
F2975,875.6261,1.611,1.577,1.653,5709,47773,1.0,0.96,7,1,54962
F2976,438.3405,1.703,1.602,1.796,6607,141233,1.0,0.96,10,1,166153
F2977,912.4186,1.51,1.484,1.535,6054,38780,1.0,0.94,9,1,53352
F2978,956.5605,3.581,3.497,3.674,6400,100212,1.0,0.97,8,1,123479
F2979,912.5421,1.586,1.543,1.686,6055,82473,1.0,0.94,7,1,101868
F2980,912.5421,3.421,3.337,3.522,6055,207974,1.0,0.99,16,1,232098
F2981,440.4088,1.636,1.535,1.737,6613,9980563,1.0,0.96,344,1,10005563
F2982,956.6669,1.594,1.535,1.67,6401,74012,0.88,0.79,7,1,90370
F2983,956.6669,2.251,2.158,2.318,6401,94384,0.87,1.0,8,1,116614
F2984,956.6669,4.937,4.853,5.038,6401,110284,0.88,0.99,8,1,134312
F2985,875.6358,1.535,1.434,1.602,5710,469574,1.0,0.97,6,1,520628
F2986,912.6227,1.653,1.552,1.746,6057,100178,1.0,0.9,7,1,123502
F2987,443.2682,3.312,3.211,3.388,6618,112594,0.94,0.91,6,1,134614
F2988,443.3444,1.644,1.602,1.678,6619,33782,1.0,0.83,6,1,44038
F2989,912.672,1.602,1.501,1.703,6059,148307,1.0,0.79,11,1,173486
F2990,912.672,2.15,2.108,2.192,6059,35918,0.76,0.96,6,1,48502
F2991,957.6211,2.242,2.141,2.343,6404,1066108,1.0,1.0,76,1,1096636
F2992,957.6211,4.92,4.844,5.021,6404,96196,0.8,0.96,8,1,118846
F2993,875.6641,4.507,4.406,4.6,5712,123803,1.0,0.98,9,1,148166
F2994,912.792,1.493,1.426,1.594,6060,226023,1.0,0.85,18,1,249391
F2995,957.6554,1.501,1.468,1.569,6405,49999,0.73,0.83,6,1,62474
F2996,957.6554,2.141,2.074,2.268,6405,73879,0.71,0.78,5,1,101952
F2997,875.6994,1.518,1.417,1.619,5714,644241,1.0,0.98,33,1,673526
F2998,913.5789,1.611,1.569,1.661,6061,29023,0.76,0.95,5,1,41022
F2999,913.5789,2.057,2.023,2.082,6061,22812,0.78,0.97,5,1,33334
F3000,913.5789,3.404,3.354,3.489,6061,70714,0.85,0.75,6,1,91112
F3001,875.7843,1.484,1.383,1.586,5715,13000343,1.0,0.9,885,1,13025343
F3002,913.601,2.175,2.074,2.276,6062,950719,1.0,1.0,67,1,980995
F3003,958.6418,2.242,2.141,2.343,6409,558803,1.0,0.99,39,1,585899
F3004,451.3817,1.67,1.569,1.771,6627,317675,1.0,0.98,10,1,346498
F3005,959.6308,2.234,2.158,2.335,6412,181570,1.0,0.99,14,1,206841
F3006,876.5864,1.577,1.518,1.661,5717,200905,1.0,0.98,3,1,286286
F3007,876.5864,8.929,7.817,9.99,5717,4200057,1.0,0.91,6,1,5283327
F3008,453.3428,2.975,2.882,3.076,6630,109419,1.0,0.98,8,1,133938
F3009,959.6922,1.543,1.451,1.636,6414,141310,1.0,0.86,12,1,166394
F3010,959.7157,1.518,1.501,1.56,6415,29088,0.78,0.89,5,1,38342
F3011,913.7952,1.501,1.434,1.56,6068,142177,1.0,0.9,14,1,163749
F3012,913.7952,1.577,1.56,1.611,6068,32859,1.0,0.96,7,1,45969
F3013,960.6039,3.969,3.935,4.011,6416,21418,1.0,0.89,6,1,31421
F3014,457.3451,1.661,1.594,1.746,6633,221764,1.0,0.93,11,1,240295
F3015,913.9919,7.632,6.916,8.036,6070,906482,1.0,0.88,11,1,1041174
F3016,960.7203,1.535,1.451,1.636,6418,111243,1.0,0.98,8,1,134376
F3017,961.5911,3.943,3.842,4.036,6419,160056,1.0,0.99,11,1,185643
F3018,460.3282,1.586,1.484,1.686,6638,594647,1.0,0.99,39,1,623701
F3019,460.3282,3.101,3.0,3.194,6638,343033,1.0,0.95,21,1,368411
F3020,460.3282,3.295,3.194,3.396,6638,327758,1.0,0.96,22,1,353849
F3021,961.6408,4.457,4.356,4.558,6421,216599,1.0,0.98,14,1,242995
F3022,961.7069,1.518,1.417,1.619,6422,3187715,1.0,0.99,238,1,3212715
F3023,962.1423,4.449,4.381,4.55,6423,192768,1.0,0.96,14,1,217384
F3024,962.644,4.482,4.457,4.533,6424,37107,0.75,0.91,6,1,52893
F3025,466.3701,1.729,1.661,1.83,6649,141967,1.0,0.91,11,1,166482
F3026,876.6373,1.543,1.451,1.611,5719,289016,1.0,0.99,5,1,337114
F3027,962.7074,1.535,1.434,1.636,6425,2198620,1.0,0.99,159,1,2223620
F3028,962.7074,2.116,2.015,2.2,6425,341624,1.0,0.97,29,1,364624
F3029,963.7213,1.501,1.417,1.602,6427,3202176,1.0,0.91,215,1,3225176
F3030,876.6784,4.516,4.415,4.617,5721,608977,1.0,0.99,42,1,637635
F3031,964.7174,1.501,1.4,1.526,6429,1191577,0.73,0.85,129,1,1207577
F3032,964.7174,1.661,1.602,1.762,6429,940347,0.88,0.75,68,1,960347
F3033,964.7174,2.108,2.006,2.209,6429,995959,0.88,0.99,31,1,1020959
F3034,914.3148,1.552,1.476,1.653,6077,71656,1.0,0.95,5,1,94488
F3035,914.3148,7.354,7.152,7.674,6077,192168,1.0,0.85,6,1,255657
F3036,876.705,1.468,1.451,1.493,5723,27155,0.92,0.82,6,1,33156
F3037,876.705,1.526,1.493,1.569,5723,141316,1.0,0.94,21,1,148914
F3038,876.705,1.577,1.569,1.678,5723,271086,1.0,0.89,21,1,163021
F3039,469.3904,1.72,1.619,1.821,6654,806255,1.0,0.98,25,1,836639
F3040,965.5443,3.926,3.851,4.011,6433,57544,1.0,0.87,5,1,78001
F3041,914.42,7.606,6.908,8.002,6078,773382,1.0,0.9,10,1,905277
F3042,876.7139,1.493,1.417,1.526,5724,118950,1.0,0.82,19,1,133781
F3043,965.7197,1.468,1.4,1.51,6434,584691,0.84,0.76,48,1,353970
F3044,965.7197,1.518,1.569,1.602,6434,294029,0.85,0.96,40,1,66642
F3045,965.7197,1.67,1.602,1.771,6434,480573,0.87,0.87,37,1,503370
F3046,965.7197,2.099,1.998,2.2,6434,522004,0.87,0.99,34,1,546370
F3047,475.3172,1.577,1.518,1.653,6657,49025,1.0,0.91,3,1,67066
F3048,475.3172,2.975,2.916,3.051,6657,43894,0.77,0.96,3,1,61042
F3049,876.7951,1.484,1.383,1.586,5727,13793519,1.0,0.89,901,1,13818519
F3050,914.5627,7.32,6.941,8.011,6081,710415,1.0,0.89,10,1,838581
F3051,876.8519,1.442,1.409,1.484,5728,189437,1.0,0.89,33,1,174119
F3052,876.8519,1.636,1.611,1.661,5728,48511,1.0,0.98,11,1,61874
F3053,966.7143,1.468,1.409,1.51,6437,120141,1.0,0.97,17,1,134594
F3054,966.7143,1.543,1.51,1.602,6437,140496,1.0,0.94,18,1,147941
F3055,966.7143,1.653,1.602,1.754,6437,142456,1.0,0.86,11,1,164651
F3056,966.7143,2.108,2.006,2.166,6437,162840,1.0,0.91,12,1,186114
F3057,966.7143,2.2,2.166,2.301,6437,150999,1.0,0.96,13,1,167696
F3058,877.4952,3.615,3.531,3.716,5729,104799,1.0,0.95,9,1,127991
F3059,967.6891,2.217,2.175,2.276,6438,59766,1.0,0.95,7,1,78314
F3060,476.3018,2.503,2.402,2.605,6659,865925,1.0,1.0,11,1,969856
F3061,476.3018,9.106,8.398,9.998,6659,1041514,0.95,0.79,3,1,1805308
F3062,914.6092,2.175,2.074,2.276,6084,485906,1.0,1.0,26,1,514437
F3063,478.2875,3.64,3.539,3.741,6660,622853,1.0,0.97,32,1,650580
F3064,969.6375,4.651,4.55,4.752,6447,267477,1.0,0.97,15,1,294796
F3065,478.4045,1.678,1.586,1.779,6661,294074,1.0,0.98,10,1,321018
F3066,969.7008,1.526,1.434,1.628,6448,293893,0.87,0.77,18,1,316506
F3067,914.7072,7.573,6.958,7.766,6088,337046,0.89,0.77,6,1,435436
F3068,969.9598,1.56,1.459,1.653,6449,447475,1.0,0.92,29,1,473635
F3069,480.3075,3.623,3.522,3.724,6664,284708,1.0,0.99,18,1,310882
F3070,914.8099,1.484,1.409,1.586,6090,396558,1.0,0.83,29,1,415623
F3071,970.2107,1.56,1.459,1.661,6451,542170,1.0,0.91,34,1,570114
F3072,877.6432,1.56,1.526,1.661,5735,86037,1.0,0.85,4,1,105514
F3073,970.4608,1.518,1.459,1.594,6452,244519,1.0,0.88,23,1,267432
F3074,970.4608,1.602,1.594,1.686,6452,116431,1.0,0.97,16,1,130399
F3075,877.661,1.569,1.468,1.67,5736,86453,0.9,0.96,4,1,113357
F3076,877.661,1.981,1.88,2.082,5736,461578,1.0,0.99,25,1,491434
F3077,877.661,4.516,4.415,4.617,5736,347599,1.0,0.99,24,1,373623
F3078,915.1378,2.023,1.863,2.158,6096,92256,1.0,0.9,5,1,128920
F3079,970.6271,4.651,4.55,4.752,6453,163620,1.0,0.96,10,1,189727
F3080,915.5432,4.533,4.457,4.617,6097,61546,1.0,0.94,6,1,82224
F3081,877.7192,1.518,1.417,1.619,5737,2585656,1.0,0.96,148,1,2610656
F3082,877.7987,1.476,1.392,1.577,5738,7073627,1.0,0.92,513,1,7096627
F3083,484.3768,1.661,1.569,1.948,6672,413504,1.0,0.96,13,1,460246
F3084,970.7129,1.518,1.442,1.468,6455,100863,0.78,0.96,15,1,23841
F3085,970.7129,1.569,1.526,1.67,6455,347166,0.76,0.79,21,1,283846
F3086,915.6734,1.51,1.426,1.611,6101,171431,1.0,0.86,11,1,197276
F3087,915.6734,4.979,4.895,5.055,6101,68386,0.92,0.99,6,1,88816
