Feature_ID,mz,RTmin,RT,RTmax,Height,Area,Estimated noise,S/N,Sharpness,Gaussian similarity,Ideal slope,Symmetry
F6594,507.17068,17.2,17.648,18.339,338349,9719165,70387.97,4.64834,129.606,0.765,0.999,0.999
F6595,508.17391,17.114,17.648,18.166,80835,2469730,24342.55,3.06712,65.659,0.793,0.996,0.75
F6596,543.14676,17.2,17.648,18.252,54155,1582202,12976.23,4.17337,40.526,0.675,1.0,0.999
F6597,570.16619,17.114,17.648,18.425,134527,3781044,28754.2,4.67851,71.765,0.902,0.999,0.751
F6598,572.30338,16.594,17.648,18.685,44216,1339096,9412.993,4.69732,45.364,0.889,1.0,0.999
F6599,634.02454,17.114,17.648,18.945,5318,146657,3403.489,1.56252,23.828,0.821,1.0,1.0
F6600,164.83583,17.217,17.734,18.599,43649,2400182,11438.08,3.18886,18.3,0.888,1.0,0.571
F6601,172.04008,16.594,17.734,18.945,18106,437231,948.545,19.0887,31.187,0.912,1.0,0.75
F6602,235.11822,17.217,17.734,18.252,49203,1445641,16983.48,2.74352,45.827,0.864,1.0,1.0
F6603,293.16197,16.681,17.734,19.411,18236,691196,3025.713,6.02701,22.955,0.886,1.0,0.695
F6604,294.16447,16.508,17.734,18.945,2493,73062,1.0,2493.354,10.039,0.886,1.0,1.0
F6605,536.16063,16.854,17.734,18.425,145747,4733585,50351.46,2.85231,70.211,0.92,0.995,0.75
F6606,566.13505,17.217,17.734,18.252,100707,2881083,32196.54,2.99821,65.558,0.765,0.993,1.0
F6607,628.00063,17.2,17.734,18.252,20173,575240,5860.148,3.44233,34.472,0.843,0.991,1.0
F6608,629.99846,17.217,17.734,18.858,15851,430448,6582.007,2.40831,33.774,0.875,0.999,1.0
F6609,631.99985,16.594,17.734,18.945,5636,144404,4236.692,1.33029,23.611,0.856,1.0,1.0
F6610,634.03038,17.114,17.734,19.221,6354,183584,5561.468,1.14257,21.301,0.906,1.0,0.571
F6611,663.98071,16.681,17.734,18.252,13510,357815,2965.856,4.5551,24.614,0.925,0.992,1.0
F6612,664.98164,17.2,17.734,19.119,4013,107181,1.0,4013.062,12.96,0.9,1.0,1.0
F6613,873.28744,17.303,17.734,18.166,22944,671712,5978.93,3.5763,30.829,0.848,1.0,0.75
F6614,138.06842,16.681,17.821,19.032,48253,1312145,8639.202,5.5853,41.746,0.951,1.0,0.8
F6615,153.09156,17.217,17.821,18.945,43320,1239515,13687.48,3.16492,35.957,0.852,1.0,0.599
F6616,193.99179,17.217,17.821,18.772,8848,365647,5555.827,1.5926,12.735,0.849,1.0,0.884
F6617,197.08153,17.217,17.821,18.599,423923,11918994,38433.91,10.99336,136.233,0.849,0.999,0.999
F6618,198.08497,17.027,17.821,19.032,50490,1406032,7161.59,7.05014,44.541,0.895,0.999,0.799
F6619,218.08193,17.303,17.821,18.772,31368,791591,10545.84,2.97443,41.564,0.818,1.0,0.999
F6620,331.04561,17.027,17.821,18.599,7247,375771,3597.297,2.01444,17.473,0.746,1.0,0.556
F6621,363.08235,17.027,17.821,18.512,55781,1972274,27251.87,1.98809,41.029,0.714,1.0,0.715
F6622,364.08569,17.303,17.821,18.599,10865,329189,10514.59,1.03337,24.1,0.922,1.0,0.6
F6623,517.26977,17.389,17.821,18.252,13870,403404,4212.564,2.81022,25.592,0.818,0.988,0.75
F6624,530.15028,17.027,17.821,18.166,343406,11162704,30931.95,10.23517,103.961,0.797,1.0,0.75
F6625,679.20738,17.2,17.821,18.425,63342,2198181,22640.05,2.52369,35.575,0.788,1.0,0.799
F6626,747.21047,17.389,17.821,18.339,62033,1868512,10827.53,5.02445,49.425,0.818,1.0,0.75
F6627,749.20975,17.303,17.821,18.599,25610,911558,13478.14,1.65217,23.655,0.924,1.0,0.499
F6628,757.23926,17.303,17.821,18.339,206026,5846233,25997.06,7.58947,89.501,0.895,0.989,0.75
F6629,758.2421,17.2,17.821,18.512,74749,2392725,18775.84,3.73952,49.307,0.873,1.0,0.75
F6630,774.22892,17.389,17.821,18.425,114367,3323493,18554.01,5.88973,62.092,0.903,1.0,0.75
F6631,828.93161,16.681,17.821,18.858,7792,189750,1.0,7792.481,23.017,0.723,1.0,0.75
F6632,191.0346,17.389,17.907,18.425,39108,1387212,7325.324,4.88053,28.089,0.826,1.0,0.598
F6633,399.0922,17.303,17.907,18.599,76223,2424633,20998.98,3.43899,54.735,0.907,1.0,0.997
F6634,431.15487,17.475,17.907,18.685,277389,8980849,72141.2,3.74396,103.218,0.7,1.0,0.997
F6635,432.15809,17.475,17.907,18.599,66058,2204406,22357.59,2.88281,49.218,0.865,1.0,0.599
F6636,441.1883,17.562,17.907,18.512,59228,1778105,19003.79,3.0585,48.028,0.777,0.986,0.501
F6637,451.21742,17.648,17.907,18.772,247544,6437821,46175.8,5.34338,102.644,0.743,0.935,0.489
F6638,468.20755,17.562,17.907,18.685,111531,3203418,49096.67,2.23352,64.836,0.913,0.999,0.748
F6639,469.21086,17.562,17.907,18.685,29538,836326,25814.66,1.14425,36.186,0.783,1.0,0.797
F6640,513.15998,17.303,17.907,18.685,154411,4790270,14851.87,10.11757,76.144,0.708,0.999,0.997
F6641,528.13485,17.475,17.907,18.772,198273,6380633,35770.43,5.4964,80.564,0.925,1.0,0.797
F6642,906.38445,16.335,17.907,19.395,5621,166387,2475.758,2.27045,20.395,0.775,1.0,0.601
F6643,180.91099,17.217,17.993,19.411,3666,148372,3729.48,0.98306,25.332,0.706,1.0,0.4
F6644,189.0302,17.114,17.993,18.685,37496,2109411,5855.481,6.0781,24.824,0.874,0.989,0.599
F6645,233.02009,16.94,17.993,18.599,17811,868441,6119.478,2.91053,19.413,0.711,1.0,0.501
F6646,306.89918,16.767,17.993,19.221,34246,1142058,5919.559,5.78515,33.966,0.927,0.996,0.799
F6647,321.94172,16.161,17.993,19.119,19341,739744,4427.443,4.36842,20.92,0.9,1.0,0.716
F6648,322.94263,16.594,17.993,19.395,3474,109926,1.0,3474.109,10.857,0.89,1.0,0.802
F6649,339.87562,15.642,17.993,19.119,101309,3256713,3845.754,26.34318,47.184,0.643,1.0,0.556
F6650,340.87816,16.421,17.993,19.411,12839,400564,9846.331,1.30397,23.154,0.739,0.999,0.626
F6651,341.87266,16.767,17.993,19.585,95281,3013521,5390.071,17.67712,60.266,0.906,0.999,0.799
F6652,342.87659,16.075,17.993,19.585,12507,395134,4796.97,2.60734,22.257,0.775,1.0,0.715
F6653,344.87186,16.508,17.993,19.411,4319,133633,1.0,4319.394,14.202,0.708,1.0,0.797
F6654,511.14437,17.303,17.993,18.772,110743,4157792,41469.62,2.50641,66.865,0.883,0.997,0.797
F6655,517.15507,16.681,17.993,18.425,687498,29049839,84418.49,7.98211,118.313,0.817,0.999,0.376
F6656,518.15821,16.508,17.993,18.425,171276,7689008,15948.29,10.30575,54.69,0.784,1.0,0.295
F6657,891.27538,17.562,17.993,18.512,18585,555601,6150.239,2.57256,27.829,0.725,1.0,0.998
F6658,60.99275,17.475,18.08,18.599,22731,959744,2036.895,9.2401,18.937,0.687,0.994,1.0
F6659,63.99231,17.027,18.08,18.685,70719,4372734,5932.813,9.16343,32.928,0.647,1.0,0.667
F6660,65.00285,17.562,18.08,18.685,16916,496837,2019.055,8.12453,30.551,0.858,1.0,0.75
F6661,78.91848,16.94,18.08,19.205,2868,70693,1.0,2868.498,12.547,0.897,1.0,0.75
F6662,79.05495,16.767,18.08,19.395,25074,659710,1.0,25074.27,35.664,0.851,1.0,0.75
F6663,88.03173,17.648,18.08,18.512,5606,141907,1125.556,4.98042,17.479,0.863,1.0,0.75
F6664,90.04289,17.648,18.08,19.758,11687,311192,4337.937,2.69417,19.854,0.584,1.0,0.398
F6665,91.05509,17.562,18.08,18.599,33144,892394,8002.399,4.09348,34.309,0.878,1.0,1.0
F6666,106.0422,17.562,18.08,18.685,134523,3672490,5833.119,22.76206,80.629,0.804,0.999,0.75
F6667,107.04997,17.217,18.08,18.685,149003,4342579,7694.637,18.76535,74.83,0.828,1.0,0.75
F6668,108.02146,17.562,18.08,18.685,70291,2259887,11293.89,5.6412,55.3,0.874,1.0,1.0
F6669,109.02924,17.648,18.08,18.599,106986,3218517,5362.57,18.15505,63.082,0.857,1.0,0.75
F6670,117.03434,17.475,18.08,18.685,127947,3600113,4901.288,25.47869,76.55,0.865,1.0,1.0
F6671,118.03767,17.2,18.08,18.685,16205,642028,1976.118,8.0222,19.942,0.839,1.0,0.667
F6672,132.02135,17.562,18.08,18.599,23947,672646,5305.879,4.39281,30.608,0.884,0.996,0.752
F6673,133.02928,17.734,18.08,18.685,127407,3593264,20776.12,5.8826,69.953,0.844,0.999,0.75
F6674,134.03716,17.475,18.08,18.685,1248257,34297542,43187.13,28.64696,246.696,0.835,0.998,0.75
F6675,135.04565,17.389,18.08,18.772,11410715,310193469,26988.13,421.7065,752.542,0.829,1.0,0.75
F6676,135.18465,16.767,18.08,19.395,17569,456416,1.0,17568.75,66.962,0.859,1.0,0.75
F6677,135.27413,16.767,18.08,19.395,7477,194113,1.0,7477.113,49.342,0.883,1.0,0.75
F6678,135.34762,16.94,18.08,19.205,3703,87605,1.0,3703.099,36.495,0.847,1.0,0.75
F6679,136.04835,17.389,18.08,18.772,1028224,27939067,44363.45,23.10165,226.236,0.832,1.0,0.75
F6680,137.05025,16.594,18.08,18.685,71596,1933791,7917.747,9.04252,58.385,0.862,0.998,1.0
F6681,177.05548,17.648,18.08,18.772,370887,15835283,11845.32,25.55019,71.077,0.889,0.999,0.6
F6682,178.05884,16.335,18.08,18.685,47811,3143568,6267.654,7.00996,25.098,0.568,1.0,0.357
F6683,179.03688,17.2,18.08,18.772,18910150,554576422,85162.67,221.5511,867.737,0.898,1.0,1.0
F6684,179.19486,16.594,18.08,19.498,46050,1259059,1.0,46050.43,100.569,0.823,1.0,1.0
F6685,179.29838,16.681,18.08,19.411,19719,532514,1.0,19719.02,79.091,0.823,1.0,1.0
F6686,179.36512,16.767,18.08,19.395,10312,273441,1.0,10311.61,66.055,0.83,1.0,1.0
F6687,179.46699,16.767,18.08,19.395,10135,252172,1.0,10134.75,59.082,0.832,1.0,1.0
F6688,179.74596,16.767,18.08,19.395,7100,186322,1.0,7099.613,59.415,0.853,1.0,0.75
F6689,179.84437,17.217,18.08,19.032,15088,496277,2021.45,7.46389,66.422,0.813,1.0,1.0
F6690,179.93804,16.594,18.08,19.411,18649,472576,2179.694,8.55561,80.205,0.798,1.0,0.75
F6691,180.0385,17.389,18.08,18.772,3512963,94819126,10275.61,340.8182,431.9,0.833,1.0,0.75
F6692,180.19901,16.767,18.08,19.395,8201,206280,1.0,8200.692,42.625,0.896,1.0,0.75
F6693,180.26907,16.767,18.08,19.395,3869,103219,1.0,3869.276,34.053,0.889,1.0,0.75
F6694,181.03984,17.562,18.08,18.772,384897,10365396,26150.52,14.60522,134.817,0.902,0.997,0.75
F6695,182.04251,16.94,18.08,18.685,37184,998983,5742.652,6.47509,42.424,0.864,0.998,1.0
F6696,223.93305,17.027,18.08,19.119,17756,586854,7950.815,2.23318,27.146,0.853,0.991,1.0
F6697,233.10266,17.217,18.08,18.685,102864,3138442,23481.5,4.35838,60.122,0.959,1.0,0.8
F6698,233.96153,16.767,18.08,19.205,11138,298129,4542.933,2.45171,25.139,0.642,1.0,0.667
F6699,234.10615,17.027,18.08,18.685,13047,389830,3789.586,3.44298,19.158,0.902,1.0,1.0
F6700,239.00134,16.335,18.08,19.032,3811,127010,5298.543,0.71931,19.007,0.673,1.0,0.625
F6701,242.03026,17.2,18.08,19.221,186159,5275756,18868.44,9.86615,93.372,0.864,0.998,1.0
F6702,243.03345,17.562,18.08,19.032,24651,693169,7666.259,3.21554,38.803,0.854,1.0,0.75
F6703,247.02217,17.389,18.08,18.599,37263,1228193,6412.654,5.75869,45.268,0.804,1.0,0.75
F6704,254.01193,16.854,18.08,19.308,7328,207282,2726.533,2.68762,19.737,0.808,1.0,1.0
F6705,262.98691,16.508,18.08,19.411,51217,1350328,2918.021,17.5521,58.272,0.768,0.998,1.0
F6706,264.01205,17.027,18.08,19.221,41000,1082984,11370.42,3.60581,35.967,0.659,1.0,0.363
F6707,265.03474,16.075,18.08,18.772,109590,6504371,29064.63,3.49049,38.234,0.734,1.0,0.501
F6708,266.03827,16.854,18.08,18.685,15950,896569,3792.223,3.94124,20.837,0.725,0.999,0.357
F6709,267.00865,17.475,18.08,18.599,20372,711481,7545.216,2.67382,25.395,0.838,0.994,0.799
F6710,268.93031,16.854,18.08,19.411,18721,559786,1.0,18720.69,28.336,0.903,0.995,1.0
F6711,269.93384,16.854,18.08,19.221,3045,81368,1.0,3045.006,12.243,0.808,1.0,0.751
F6712,270.92784,16.94,18.08,18.772,6778,192156,1.0,6777.879,16.877,0.857,1.0,1.0
F6713,277.01148,17.562,18.08,19.032,28718,728856,7909.641,3.63073,41.865,0.803,1.0,0.75
F6714,279.03118,17.648,18.08,18.512,16612,458741,10532.31,1.49278,37.258,0.854,0.977,0.751
F6715,279.97771,17.114,18.08,18.945,16880,431665,4179.941,4.03842,35.113,0.83,1.0,1.0
F6716,292.98773,17.562,18.08,19.221,54469,1418424,4173.927,13.04994,60.569,0.807,0.995,1.0
F6717,295.94917,17.027,18.08,19.119,10178,280121,3709.576,2.74372,25.755,0.861,0.998,0.75
F6718,301.90334,17.562,18.08,19.032,27274,910035,6405.185,4.25811,28.452,0.869,1.0,0.75
F6719,303.89928,17.475,18.08,18.945,412827,13822372,5096.614,79.91124,117.645,0.829,0.969,0.8
F6720,304.90195,17.475,18.08,18.945,50191,1650626,3844.253,13.05605,42.73,0.954,0.984,0.599
F6721,305.89625,15.902,18.08,18.945,243604,8179359,2340.197,104.0957,92.069,0.928,0.995,0.8
F6722,307.89334,16.681,18.08,19.411,44676,1444664,5241.091,8.52422,40.303,0.892,1.0,0.8
F6723,308.89568,16.767,18.08,19.395,6292,191891,1.0,6292.311,15.16,0.922,1.0,1.0
F6724,308.99207,17.027,18.08,19.119,57778,1530275,15444.29,3.74106,51.313,0.7,0.999,0.75
F6725,309.99519,17.114,18.08,19.119,10633,276756,4045.101,2.62854,25.34,0.826,1.0,0.75
F6726,313.01384,16.94,18.08,18.945,32730,959383,6533.557,5.00958,36.689,0.787,0.995,0.8
F6727,323.95618,17.389,18.08,19.411,15771,439552,2155.07,7.31831,25.007,0.963,0.989,0.998
F6728,324.92406,16.767,18.08,19.221,2358,56534,1.0,2357.976,10.418,0.805,1.0,0.6
F6729,325.05598,17.562,18.08,18.685,34998,1274391,5983.133,5.11905,33.52,0.897,1.0,0.75
F6730,325.98248,16.854,18.08,19.221,21227,569618,4977.874,4.26429,30.871,0.807,1.0,1.0
F6731,343.86988,16.161,18.08,19.671,31957,1015357,4024.549,7.94061,34.681,0.842,0.998,0.8
F6732,359.07651,17.648,18.08,18.685,333861,8446703,86416.06,3.85176,130.719,0.834,0.995,0.75
F6733,360.07965,17.648,18.08,18.685,67681,1736909,24169.65,2.80025,55.834,0.878,0.991,0.75
F6734,366.06627,17.562,18.08,19.221,1306315,31574773,24314.78,53.72513,280.396,0.741,0.999,0.75
F6735,366.94185,16.94,18.08,19.205,3654,90676,1.0,3654.336,24.868,0.898,1.0,0.75
F6736,367.06377,17.562,18.08,18.599,5536705,133949005,42967.41,128.7915,576.182,0.74,0.999,0.75
F6737,367.29213,16.94,18.08,19.205,9900,235661,1.0,9899.73,46.43,0.876,1.0,0.75
F6738,367.44056,16.94,18.08,19.205,4576,108936,1.0,4575.529,41.936,0.841,1.0,0.75
F6739,368.0661,17.562,18.08,18.599,1012838,24696873,19467.3,52.0161,247.683,0.754,0.998,0.75
F6740,369.06801,17.217,18.08,18.858,169596,4136129,28508.56,5.94895,86.458,0.669,1.0,1.0
F6741,381.05757,16.94,18.08,19.205,20801,585294,2711.703,7.67087,34.395,0.803,0.995,1.0
F6742,383.03461,17.027,18.08,19.119,307739,7856280,43635.08,7.05255,125.081,0.834,0.996,0.75
F6743,384.03779,16.594,18.08,19.221,66659,1735452,4953.309,13.45746,59.671,0.828,1.0,1.0
F6744,385.03962,17.2,18.08,19.032,12893,362088,4839.221,2.66438,28.377,0.792,0.982,0.75
F6745,387.06862,17.389,18.08,18.772,130437,3300537,50394.68,2.58831,68.795,0.7,1.0,1.0
F6746,401.03257,17.027,18.08,19.221,8958,212966,3468.86,2.5823,28.838,0.895,0.998,0.75
F6747,403.03993,17.562,18.08,19.308,24130,648207,3396.735,7.10391,36.163,0.795,0.996,0.75
F6748,411.98771,16.767,18.08,19.758,154368,4002279,19535.54,7.90192,83.898,0.859,1.0,0.75
F6749,412.9909,17.027,18.08,19.119,36301,938426,5492.613,6.60906,52.507,0.792,0.999,0.75
F6750,447.05009,17.389,18.08,19.411,9971,272666,2082.18,4.78853,22.461,0.705,1.0,0.667
F6751,447.96434,16.94,18.08,19.221,46240,1347585,5905.285,7.83034,48.078,0.865,1.0,1.0
F6752,463.05025,16.94,18.08,19.411,46008,1214617,7264.086,6.33362,47.224,0.738,0.988,0.572
F6753,480.9563,17.734,18.08,18.512,18769,470061,3556.062,5.22321,34.167,0.89,0.999,0.75
F6754,482.95531,17.648,18.08,18.599,12594,313666,3148.64,3.99997,26.618,0.803,1.0,0.75
F6755,483.95629,17.648,18.08,18.858,20342,514595,1871.53,10.86905,32.183,0.799,0.992,0.75
F6756,484.95572,17.027,18.08,19.119,23685,589918,3827.953,6.18727,37.956,0.748,1.0,0.75
F6757,486.95563,16.075,18.08,18.858,32926,838253,4901.317,6.71773,40.843,0.786,0.968,0.8
F6758,488.95736,17.648,18.08,19.032,12244,305220,1.0,12244.46,23.773,0.806,1.0,0.501
F6759,239.05595,17.389,18.166,18.858,73706,3507223,21054.68,3.15317,38.871,0.879,0.994,0.836
F6760,433.04346,17.648,18.166,18.858,24916,844153,4499.041,5.32869,28.527,0.85,0.999,0.401
F6761,891.12655,16.854,18.166,19.395,3128,78787,1121.056,2.79022,16.78,0.809,1.0,0.752
F6762,1147.27345,17.821,18.166,18.945,1990,52336,1760.979,1.13033,16.872,0.766,0.998,0.602
F6763,1333.3179,17.027,18.166,19.221,2133,53806,977.309,2.18266,15.715,0.903,1.0,0.749
F6764,1422.2942,17.027,18.166,19.221,1047,24700,1.0,1047.418,9.135,0.887,1.0,0.749
F6765,179.06448,17.303,18.252,19.395,686939,38286620,32216.12,20.84579,125.897,0.724,1.0,0.498
F6766,245.02033,17.217,18.252,19.585,33186,1091251,4363.851,7.60465,36.677,0.685,0.995,0.75
F6767,330.91942,15.902,18.252,20.208,11931,552431,3357.135,3.5539,16.632,0.882,0.953,0.998
F6768,636.19342,17.389,18.252,19.395,734758,19649428,24232.26,30.24965,198.045,0.845,0.998,0.749
F6769,636.24831,17.821,18.252,18.945,37132,914645,9437.095,3.93473,44.794,0.728,0.994,0.749
F6770,637.19667,17.907,18.252,18.772,265388,8155028,41868.18,5.06209,91.692,0.799,0.977,0.749
F6771,670.23525,17.821,18.252,19.221,161850,4456234,28367.63,5.63635,88.31,0.878,0.999,0.749
F6772,671.23821,17.907,18.252,19.032,57903,1657557,19424.56,2.80449,44.074,0.803,0.99,0.999
F6773,689.10465,17.648,18.252,19.032,49283,1200165,15587.29,3.16175,43.053,0.743,0.993,0.999
F6774,690.1081,17.907,18.252,18.685,18452,491528,5215.919,3.15034,26.638,0.901,0.998,0.999
F6775,956.25024,17.734,18.252,18.945,8087,213416,6299.628,1.28379,17.923,0.702,1.0,0.392
F6776,1067.79799,16.94,18.252,19.671,1462,34287,1.0,1461.748,8.493,0.74,1.0,0.499
F6777,1115.3324,17.217,18.252,19.221,36587,1025550,5599.041,6.53448,42.927,0.764,1.0,0.749
F6778,1116.33605,16.94,18.252,19.411,21571,569309,4637.744,4.65109,32.825,0.78,0.999,0.599
F6779,1117.33876,17.114,18.252,19.032,11086,293647,3488.073,3.17817,27.504,0.75,1.0,0.599
F6780,1131.30015,16.508,18.252,20.035,25631,687704,3163.618,8.10195,35.143,0.744,1.0,0.599
F6781,1132.30433,16.594,18.252,19.411,14401,389850,3162.249,4.55396,28.627,0.723,0.995,0.499
F6782,1134.31043,16.681,18.252,19.308,2821,96754,1296.964,2.1748,15.722,0.844,1.0,0.802
F6783,1137.26841,17.303,18.252,19.032,6324,139475,4114.855,1.53676,25.421,0.791,1.0,0.75
F6784,1138.27116,17.2,18.252,18.945,4175,97575,1602.632,2.60535,20.46,0.715,1.0,0.75
F6785,1261.86772,17.114,18.252,19.395,1810,42629,1.0,1810.142,13.108,0.939,1.0,0.999
F6786,493.71901,16.94,18.339,19.948,1406,55212,1.0,1405.746,21.171,0.857,1.0,0.83
F6787,532.16697,17.907,18.339,19.411,204782,10292274,41469.14,4.51867,46.424,0.895,0.993,0.775
F6788,559.30877,17.303,18.339,18.772,68815,1892723,8553.536,7.97314,60.544,0.794,1.0,0.75
F6789,722.19339,17.562,18.339,19.585,146433,6437602,16578.04,8.69186,54.447,0.786,1.0,0.399
F6790,723.19637,17.821,18.339,19.498,54231,2485081,11906.69,4.44109,30.905,0.866,1.0,0.999
F6791,868.28449,17.475,18.339,18.945,23396,685493,6097.885,3.80583,31.493,0.788,1.0,0.498
F6792,869.28966,17.907,18.339,18.772,12229,335645,5376.293,1.95371,25.181,0.663,0.981,0.374
F6793,890.29253,17.821,18.339,19.308,16012,724144,6274.235,2.41733,24.648,0.645,0.989,0.332
F6794,910.40515,16.681,18.339,19.032,6668,156151,1826.105,3.65167,19.543,0.871,0.973,0.429
F6795,912.33508,17.821,18.339,19.308,57268,1683989,7127.948,7.80803,45.919,0.876,0.992,0.499
F6796,1014.82265,16.94,18.339,19.948,1781,36975,1.0,1781.478,14.33,0.72,1.0,0.499
F6797,1022.8066,16.94,18.339,19.948,7144,201685,1.0,7144.457,16.001,0.676,1.0,0.374
F6798,1026.8122,17.114,18.339,19.671,1070,22214,1.0,1070.289,14.713,0.894,1.0,0.799
F6799,1232.91183,17.027,18.339,19.861,4510,129877,1.0,4509.693,12.119,0.858,1.0,0.569
F6800,1250.88322,16.94,18.339,19.948,7172,190983,1.0,7171.672,20.887,0.766,1.0,0.428
F6801,1251.38335,16.854,18.339,19.498,6625,202954,2927.478,2.26314,18.982,0.646,0.992,0.499
F6802,1251.88671,16.854,18.339,20.035,6313,185725,1.0,6312.872,16.16,0.942,1.0,0.997
F6803,1254.8798,16.94,18.339,19.948,2247,62189,1.0,2246.744,16.865,0.845,1.0,0.57
F6804,1255.37899,16.854,18.339,19.411,3075,93072,2358.491,1.3037,17.294,0.649,1.0,0.499
F6805,1397.48212,16.854,18.339,18.599,2080,49412,1281.768,1.6231,14.246,0.732,1.0,0.569
F6806,1460.98848,17.114,18.339,19.861,4452,108823,1.0,4452.315,16.58,0.859,0.999,0.996
F6807,1461.49866,16.854,18.339,19.948,2842,66754,1423.123,1.99709,14.579,0.96,1.0,0.664
F6808,1480.45925,16.854,18.339,19.948,2209,49868,989.846,2.23119,12.672,0.863,1.0,0.666
F6809,462.65245,17.217,18.425,19.498,2149,51991,1.0,2148.658,30.153,0.915,1.0,0.748
F6810,462.70014,17.217,18.425,19.498,2675,68059,1.0,2675.366,18.357,0.903,1.0,0.748
F6811,499.28766,17.303,18.425,18.685,8316,234909,4975.115,1.67144,26.985,0.585,0.991,0.391
F6812,506.28562,17.027,18.425,18.858,3785,118033,4412.306,0.85791,22.541,0.867,0.996,0.998
F6813,522.5185,17.027,18.425,18.858,1793,41815,1.0,1792.609,20.855,0.787,1.0,0.427
F6814,522.67774,17.027,18.425,19.948,1257,32932,1.0,1256.538,19.44,0.802,1.0,0.599
F6815,632.25603,17.734,18.425,19.119,60012,1616980,12205.87,4.85309,53.185,0.772,1.0,0.753
F6816,914.26578,17.821,18.425,18.772,52049,1233248,2871.485,17.95922,99.893,0.703,1.0,0.569
F6817,915.15501,16.594,18.425,20.121,29167,949940,2501.001,11.6621,76.228,0.858,1.0,0.665
F6818,917.49288,17.821,18.425,19.845,3121,92279,1.0,3120.99,18.18,0.704,1.0,0.668
F6819,917.75962,17.027,18.425,19.948,1519,31539,1.0,1518.559,22.291,0.728,1.0,0.427
F6820,921.7344,17.027,18.425,19.948,3404,113289,1.0,3403.573,32.449,0.875,1.0,0.665
F6821,1041.25514,17.2,18.425,20.208,6460,328855,3313.732,1.94935,12.295,0.79,0.978,0.665
F6822,1174.34407,16.94,18.425,19.308,4861,213293,2062.711,2.35678,11.262,0.741,1.0,0.623
F6823,1232.90983,17.027,18.425,19.845,4166,116575,1.0,4166.055,14.51,0.762,1.0,0.599
F6824,1242.89752,17.027,18.425,19.948,3660,112035,1.0,3659.588,11.172,0.889,1.0,0.664
F6825,1402.41214,17.821,18.425,19.308,1559,53561,1079.25,1.44469,12.152,0.762,1.0,0.834
F6826,1460.47776,17.027,18.425,19.395,2873,80337,928.802,3.09306,16.162,0.753,1.0,0.797
F6827,53.03933,17.303,18.512,19.758,3350,93652,1.0,3349.903,12.317,0.806,1.0,0.748
F6828,55.01864,17.303,18.512,19.411,20815,864444,4024.014,5.17264,21.867,0.813,1.0,0.712
F6829,57.0343,17.907,18.512,19.395,14359,638301,1982.827,7.05465,19.36,0.75,0.992,0.57
F6830,72.01709,17.907,18.512,19.221,10865,439587,1.0,10496.72,16.53,0.775,1.0,0.665
F6831,95.01363,17.562,18.512,19.395,40622,1973375,2752.133,13.69069,19.964,0.896,1.0,0.997
F6832,323.40846,17.2,18.512,19.845,3378,111678,1.0,3377.647,17.238,0.913,1.0,0.798
F6833,411.12948,17.389,18.512,19.585,86235,4733160,22101.77,3.65526,27.199,0.816,1.0,0.543
F6834,456.57227,16.94,18.512,20.121,18729,779823,1.0,18728.63,52.965,0.952,1.0,0.997
F6835,456.84045,16.94,18.512,20.121,24009,928320,1.0,24009.0,57.587,0.921,1.0,0.998
F6836,457.57574,16.94,18.512,20.121,7044,291313,1.0,7044.249,34.774,0.886,1.0,0.998
F6837,457.92799,17.217,18.512,19.861,7708,290976,2298.076,3.354,47.697,0.834,0.994,0.665
F6838,492.3932,16.854,18.512,20.208,22505,982577,1.0,22504.64,43.42,0.796,1.0,0.712
F6839,492.51017,16.94,18.512,20.121,12177,519638,1.0,12176.88,38.637,0.816,1.0,0.712
F6840,492.61805,16.94,18.512,20.121,8842,335801,1.0,8841.678,37.565,0.816,1.0,0.712
F6841,492.9313,16.94,18.512,20.121,10496,480325,5470.971,1.91847,42.097,0.783,1.0,0.712
F6842,493.48185,16.94,18.512,20.121,2733,82369,1.0,2733.489,20.3,0.837,1.0,0.998
F6843,493.83443,17.027,18.512,19.948,4440,196773,1.0,4440.137,29.763,0.863,1.0,0.83
F6844,494.51046,17.389,18.512,20.121,4347,173588,1.0,4347.417,20.414,0.933,1.0,0.836
F6845,502.32352,17.027,18.512,20.035,404224,16612557,5747.623,70.32898,109.201,0.9,1.0,0.834
F6846,502.42176,16.767,18.512,20.398,73617,3149314,1.0,73617.3,74.555,0.966,1.0,0.997
F6847,502.94301,16.767,18.512,20.501,87841,3307308,1.0,87841.44,113.438,0.937,1.0,0.832
F6848,503.96769,17.993,18.512,19.221,58116,2138227,5788.476,10.00058,84.817,0.89,0.998,0.998
F6849,518.8459,17.217,18.512,18.945,3466,126172,1.0,3466.207,27.078,0.777,0.993,0.798
F6850,520.0256,17.907,18.512,20.208,88367,3464182,9388.179,9.41262,106.998,0.834,0.999,0.83
F6851,520.74193,16.854,18.512,20.398,15434,602340,1.0,15433.55,46.463,0.944,1.0,0.832
F6852,521.425,16.767,18.512,19.205,5949,207662,1.0,5948.721,27.277,0.808,1.0,0.665
F6853,522.75557,17.2,18.512,19.845,1181,27990,1.0,1180.951,12.398,0.927,1.0,0.798
F6854,525.61669,16.94,18.512,20.121,8485,305693,2301.037,3.68763,38.781,0.91,1.0,0.832
